instname,state,tuition,revenue,control,total_enrollment,all_employees,LONGITUD,LATITUDE
Lamar Institute of Technology,Texas,6552,16919817,2422,,-94.078238,30.046868,
MJ's Beauty Academy Inc,Texas,,338123.003,50,,-96.840187,32.69606,
Aviation Institute of Maintenance-Dallas,Texas,,765188.003,,,-96.839607,32.849125,
State Beauty Academy,Texas,,327279.003,46,,-96.901245,32.660124,
Healing Mountain Massage School,Utah,,460105.003,8,,-111.882416,40.758974,
Career Training Solutions,Virginia,,730859.003,62,,-77.497301,38.33839,
Rudy & Kelly Academy of Hair and Nails,Virginia,,565637.003,36,,-76.191517,36.778749,
South Branch Career and Technical Center,West Virginia,,956734.001,,,-79.120151,38.998996,
Nevada State College at Henderson,Nevada,7920,4071164.001,177,45,-114.938075,35.987217,
Virginia College-Jackson,Mississippi,,6162131.003,726,,-90.15129,32.360882,
Virginia College at Austin,Texas,17640,1602129.003,88,,-97.700331,30.321498,
California State University-Channel Islands,California,8460,46129450,630,,-119.04085,34.16271,
ITT Technical Institute,Virginia,11880,573361.003,82,,-77.198248,38.740878,
ITT Technical Institute,Virginia,11880,93240.003,21,,-77.449461,38.89073,
Art Institute of California-Orange County,California,15888,15617415,938,,-117.91863,33.6957,
Franklin W. Olin College of Engineering,Massachusetts,26900,281995129,75,,-71.26401,42.29345,
Cittone Institute,Pennsylvania,,3480171.003,283,,-74.991854,40.113008,
Cittone Institute,Pennsylvania,10562,5057741.003,265,,-75.194226,39.956154,
Won Institute of Graduate Studies,Pennsylvania,,542129.002,12,,-75.154626,40.099435,
Cittone Institute,New Jeresy,,5693850.003,349,,-74.062463,40.916408,
Pima Medical Institute-Colorado Springs,Colorado,,597261.003,,,-104.758012,38.845789,
University of Phoenix-Kansas City Campus,Missouri,9600,3237000.003,261,,-94.5793,38.939618,
University of Phoenix-Atlanta Campus,Georgia,8970,7392000.003,585,,-84.341041,33.98062,
University of Phoenix-Chicago Campus,Illinois,9540,2858000.003,119,,-88.042584,42.056237,
University of Phoenix-Nashville Campus,Tennessee,8400,2546000.003,78,,-86.690183,36.1449,
University of Phoenix-Northern Virginia Campus,Virginia,9600,2370000.003,105,,-77.350123,38.953126,
United Beauty College Inc,California,,546561.003,52,,-118.043552,34.09149,
Birthwise Midwifery School,Maine,6720,89217.003,16,,-70.714026,44.052104,
Orlando Culinary Academy,Florida,,19321504,358,46,-81.42964,28.44156,
Paul Mitchell the School,California,,4748302.003,270,,-117.92095,33.67336,
Ave Maria School of Law,Florida,,10085863,,,-81.731045,26.24209,
Parks College,Virginia,10533,3789019.003,350,,-77.107542,38.880116,
Tulsa Welding School-Jacksonville Campus,Florida,,2152091.003,129,,-81.55954,30.28226,
ITT Technical Institute,Michigan,11880,506429.003,82,,-83.44758,42.292946,
ITT Technical Institute,Pennsylvania,11880,20667.003,5,,-75.411862,40.10208,
Lancaster General College of Nursing & Health Sciences,Pennsylvania,,3743017.002,,,-76.302668,40.04519,
DeVry University-North Carolina,North Carolina,,430407.003,63,,-80.931745,35.137966,
Interactive College of Technology,Georgia,8820,1010030.003,39,,-83.855683,34.277559,
The Chubb Institute-Cherry Hill,New Jeresy,,3674055.003,315,,-75.026038,39.939241,
Westwood College-Ft Worth,Texas,10065,5820698.003,210,,-97.312712,32.816667,
Westwood College-Dallas,Texas,10065,3532651.003,128,,-96.756959,32.922902,
CoxHealth School of Diagnostic Medical Sonography,Missouri,3333,49500.002,13,,-93.289108,37.22589,
ALASKA CHRISTIAN COLLEGE,Alaska,5304,,2,25,,-151.135554,60.488047
New Covenant International University,Florida,,,2,,,-80.113982,26.56617
GRANTHAM UNIVERSITY,Missouri,,,3,,,-94.663318,39.25036
NASCAR Technical Institute,North Carolina,,30117184,1102,,-80.853525,35.604103,
High-Tech Institute-Las Vegas,Nevada,,4548820.003,263,40,-115.173196,36.146235,
National American University-Overland Park,Kansas,11760,1117502.003,107,23,-94.70204,38.940852,
National Institute of Technology,Texas,,5801587.003,541,,-97.655635,30.329,
Olympia College,Illinois,,5737510.003,224,,-87.91492,41.76111,
Medvance Institute-Atlantis,Florida,,6527652.003,421,29,-80.088334,26.63624,
Tohono O'Odham Community College,Arizona,5064,3856450.002,181,44,-111.5676,32.02886,
Everest College,Texas,9888,5714015.003,349,54,-96.775869,32.840321,
Edward Via Virginia College of Osteopathic Medicine,Virginia,,4744541.002,154,74,-80.407854,37.200196,
DeVry University-Pennsylvania,Pennsylvania,11100,10765812,761,111,-75.176972,40.137847,
Pacific College of Oriental Medicine,Illinois,,1214817.003,150,,-87.625649,41.886838,
Ronny J's Barber Styling,Texas,,477784.003,74,,-96.66622,32.75056,
Southwest Institute of Healing Arts,Arizona,,2451490.003,1804,83,-111.922327,33.414824,
Andrews Academy of Cosmetology,Missouri,,210635.003,36,,-91.158157,38.22234,
Antelope Valley Medical College,California,,1497808.003,250,,-118.134306,34.683676,
Birthingway College of Midwifery,Oregon,8142,336220.002,47,,-122.538434,45.476521,
Blue Water College of Cosmetology,Michigan,,301897.003,45,,-82.482249,42.9175,
Pima Medical Institute,New Mexico,4200,186563.003,19,,-106.577565,35.104122,
Brighton Center's Center for Employment Training,Kentucky,,6258732.002,231,,-84.490766,39.093033,
California Healing Arts College,California,,1173413.003,104,,-118.464785,34.040008,
Dallas Barber & Stylist College,Texas,,766930.003,91,,-96.737456,32.909263,
Evanston Northwestern Healthcare School of Anesthesia,Illinois,,443143.002,47,,-87.683361,42.065324,
Faith Evangelical Lutheran Seminary,Washington,6300,596077.002,188,,-122.515972,47.280191,
Family of Faith College,Oklahoma,1760,172694.002,42,,-96.90224,35.46199,
Hood Theological Seminary,North Carolina,,2042087.002,210,34,-80.475966,35.647236,
Instituto Pre-Vocacional e Indust de Puerto Rico,Puerto Rico,5000,2901547.002,61,,-66.71945,18.47162,
International Technological University,California,6600,1046871.002,124,,-122.027253,37.395032,
Irene's Myomassology Institute,Michigan,,2476670.003,250,,-83.28644,42.48035,
Jay's Technical Institute,Texas,,26559.003,133,,-95.528221,29.66328,
Mr John's School of Cosmetology & Nails,Illinois,,212238.003,45,,-90.229301,39.715453,
NTMA Training Centers of Southern California,California,,10834790,76,,-118.044525,33.892114,
PC Age,New Jeresy,,1235972.003,69,,-74.066955,40.731972,
PC Age II,New Jeresy,,879918.003,52,,-74.394602,40.53458,
School of Health Careers,Florida,,573577.003,27,,-80.202967,26.165753,
South Florida Institute of Technology,Florida,,13194.003,16,,-80.23943,25.780013,
Southeastern School of Neuromuscular & Massage Therapy-Charleston,South Carolina,,569880.003,53,,-80.009942,32.871767,
Southeastern School of Neuromuscular & Massage Therapy-Jacksonville,Florida,,1025333.003,57,,-81.594142,30.258916,
Toni & Guy Hairdressing Academy,Colorado,,961538.003,61,,-104.741683,38.752816,
Trend Barber College,Texas,,431430.003,43,,-95.522039,29.655729,
Valley Grande Institute for Academic Studies,Texas,,2229275.002,262,,-97.990732,26.159019,
West Coast University,California,250,254327.003,36,,-118.399036,34.186687,
Williamson Christian College,Tennessee,6300,463691.002,67,,-86.825647,35.956541,
Nwani's Barber and Style Academy,Tennessee,,192647.003,170,,-86.883452,36.141157,
Illinois Eastern Community College System Office,Illinois,,,1,,79,-88.082621,38.729787
DigiPen Institute of Technology,Washington,12840,7306544.003,522,58,-122.149661,47.68953,
California College of Vocational Careers,California,,290212.003,,,-119.018904,35.37651,
Medvance Institute of Fort Lauderdale,Florida,,4043081.003,28,,-80.213862,26.164672,
University of Phoenix-Cincinnati Campus,Ohio,11250,3158954.003,288,29,-84.42184,39.32664,
University of Phoenix-Wichita Campus,Kansas,9600,1655259.003,131,,-97.231658,37.739686,
University of Phoenix-Charlotte Campus,North Carolina,9300,2194079.003,69,13,-80.948611,35.151632,
Connecticut Center for Massage Therapy-Groton,Connecticut,,231265.003,66,,-72.042521,41.346736,
ITT Technical Institute,Georgia,12492,3282114.003,114,29,-84.176638,34.046424,
ITT Technical Institute,Ohio,12492,3407265.003,27,,-83.120762,40.031268,
University of Phoenix-Indianapolis Campus,Indiana,8970,1086467.003,20,,-86.05952,39.89939,
Career Institute of Health and Technology,New York,,6012038.003,435,,-73.982211,40.691078,
Le Cordon Bleu College of Culinary Arts-Atlanta,Georgia,,633998.003,,,-84.239403,33.839254,
Ohio Center for Broadcasting-Colorado Campus,Colorado,,1452510.003,109,,-105.078156,39.709084,
Paul Mitchell the School,Rhode Island,,1115211.003,103,,-71.472569,41.786196,
Miller-Motte Technical College-Chattanooga,Tennessee,10080,2608412.003,87,,-85.188476,35.053908,
Westwood College-Chicago Loop,Illinois,10620,3679073.003,106,,-87.627657,41.882259,
Interactive Learning Systems,Texas,7570,585476.003,33,,-95.3826,29.830135,
Bexley Hall Episcopal Seminary,Ohio,,1337870.002,26,,-82.941242,39.956637,
University of North Texas System,Texas,,5503192.001,,,-96.794931,32.781634,
Allied College South,Missouri,,2226611.003,145,25,-90.443572,38.512261,
Georgia Medical Institute,Georgia,,4058199.003,233,,-84.155425,33.933418,
STRAYER UNIVERSITY-MEMPHIS CAMPUS,Tennessee,9396,,3,,,-89.902015,35.077144
STRAYER UNIVERSITY-LOWER BUCKS CAMPUS,Pennsylvania,9396,,3,,,-74.965506,40.136821
Career Centers of Texas-Brownsville,Texas,,3775953.003,475,,-97.503449,25.943574,
Career Centers of Texas-Corpus Christi,Texas,8995,3219021.003,302,,-97.440891,27.742694,
American Professional Institute,Georgia,,1484112.003,303,,-83.644686,32.855488,
Everest College,Texas,11865,3492387.003,186,44,-97.068802,32.744013,
University of Phoenix-Spokane Campus,Washington,9000,777756.003,26,,-117.287111,47.671529,
University of Phoenix-Columbus Georgia Campus,Georgia,9420,1364357.003,49,,-84.96979,32.509331,
University of Phoenix-Columbus Ohio Campus,Ohio,10350,831818.003,16,,-82.966607,40.140954,
University of Phoenix-Central Massachusetts Campus,Massachusetts,11400,1117715.003,18,,-71.58221,42.28628,
University of Phoenix-Little Rock Campus,Arkansas,8970,771365.003,,,-92.394479,34.748626,
Charlie's Guard-Detective Bureau and Academy Inc,Puerto Rico,,120189.003,,,-67.149274,18.447882,
DeVry University-Nevada,Nevada,9990,61942.003,,,-115.096435,36.019644,
Olympia College,Illinois,,5353492.003,187,,-87.627552,41.878946,
DeVry University-Oregon,Oregon,9990,148740.003,4,,-122.778268,45.51146,
Westwood College-Houston South,Texas,11448,1487220.003,16,,-95.516103,29.702232,
Byzantine Catholic Seminary,Pennsylvania,,773660.002,15,,-80.014893,40.484388,
Remington College-Cleveland West Campus,Ohio,,5740417.003,368,42,-81.912742,41.417661,
Northcentral University,Arizona,9000,4627403.003,1403,49,-112.300687,34.598166,
Colorado Technical University Online,Colorado,14340,39969879,3969,,-104.835754,38.894023,
Americare School of Allied Health,Maryland,,594724.003,95,,-77.050428,39.037676,
Bayamon Community College,Puerto Rico,4500,379273.003,53,,-66.155526,18.398403,
LeGrand Institute of Cosmetology Inc,South Carolina,,229110.003,19,,-80.609298,34.271518,
National Institute of Technology,Michigan,,5514802.003,510,,-83.016405,42.336267,
Draughons Junior College-Murfreesboro,Tennessee,8800,2470534.003,284,,-86.40165,35.812632,
J G Guaynabo Technical College,Puerto Rico,,198394.003,51,,-66.08846,18.41401,
Empire Beauty School-Midlothian,Virginia,,963231.003,99,,-77.5939,37.439422,
Empire Beauty School-Owings Mills,Maryland,,1305996.003,91,,-76.761315,39.406338,
Empire Beauty School-West Mifflin,Pennsylvania,,1758219.003,193,,-79.95319,40.343816,
Academy of Nail Skin and Hair LLP,Montana,,342712.003,60,,-108.539126,45.777051,
ATI College,California,8900,1190514.003,129,,-118.068098,33.905239,
Advance Science Institute,Florida,,618896.003,58,,-80.306595,25.855657,
Advanced College,California,,319223.003,14,,-118.15823,33.915576,
Advanced Tech College,Puerto Rico,,241097.003,46,,-66.15412,18.39805,
Advanced Training Associates,California,,503378.003,3,,-116.981316,32.819373,
American Advanced Technicians Institute,Florida,,660648.003,117,,-80.323282,25.884873,
Anamarc Educational Institute,Texas,7787,1461219.003,362,,-106.444729,31.805363,
Baptist University of the Americas,Texas,1320,2951258.002,178,,-98.543651,29.347061,
The Beauty Institute,Florida,,314684.003,42,,-80.111049,26.710096,
Beis Medrash Heichal Dovid,New York,5500,1199104.002,76,,-73.751196,40.596783,
Bellefonte Academy of Beauty,Kentucky,,494756.003,74,,-82.69326,38.53102,
Blue Cliff Career College,Alabama,,933749.003,102,,-88.114335,30.66942,
Burlington Technical Center,Vermont,,115777.001,18,,-73.234665,44.495802,
Career Beauty College,Tennessee,,170594.003,27,,-87.335276,35.240351,
Carnegie Institute of Integrative Medicine and Massotherapy,Ohio,,282101.002,112,,-81.348058,41.023154,
Carolina Academy of Cosmetic Art & Science,North Carolina,,1184180.003,117,,-81.17841,35.25349,
Community Enhancement Services,California,3860,,2,47,,-118.302966,34.180812
Computer Tutor Business and Technical Institute,California,,884761.003,40,,-121.071654,37.701869,
Court Reporting Institute of Louisiana,Louisiana,7200,348212.003,77,,-91.048085,30.431853,
Culinary Academy of Austin,Texas,,407515.003,9,,-97.718811,30.326236,
Culinary Institute Alain and Marie Lenotre,Texas,,1128355.003,55,,-95.379072,29.823565,
Dade Medical Institute,Florida,,1325896.003,147,,-80.256289,25.77899,
Escuela Hotelera de San Juan,Puerto Rico,7095,2594306.003,205,,-66.04658,18.41696,
Expertise School of Beauty,Nevada,,540300.002,39,,-115.16444,36.193769,
Four Seasons Salon & Day Spa,Wisconsin,,246611.003,17,,-89.661419,42.601125,
Hawaii Technology Institute,Hawaii,5700,487290.002,30,,-157.860395,21.300446,
Healing Arts Institute,Ohio,,419224.003,42,,-83.604091,41.553935,
Health Works Institute,Montana,7900,451638.003,50,,-111.04021,45.678145,
In Session Arts of Cosmetology Beauty School,Michigan,,508844.003,46,,-84.056385,43.415867,
In Touch Bodyworks Institute,Louisiana,,277493.003,37,,-91.125532,30.407001,
Industrial Technical College,Puerto Rico,7500,365559.003,90,,-65.838639,18.145525,
Institute of Beauty Occupations and Technology,Puerto Rico,,605727.003,60,,-67.109786,18.390116,
Institute of Clinical Acupuncture & Oriental Med,Hawaii,,237070.003,25,,-157.861534,21.313736,
Institute of Hair Design,Oklahoma,,144621.003,26,,-96.91202,35.349222,
Javelin Technical Training Center,Georgia,,2175085.003,215,,-84.473716,33.8989,
Jones International University,Colorado,,4480191.003,960,130,-104.874757,39.574287,
Leston College,Puerto Rico,,297763.003,102,,-66.15872,18.39919,
Lynndale Fundamentals of Beauty School,Arkansas,,136126.001,33,,-92.644888,33.224341,
Medical Professional Institute,Massachusetts,,402647.003,44,,-71.078117,42.426868,
New Life Theological Seminary,North Carolina,3800,303235.002,40,,-80.801968,35.242923,
Ogden Institute of Massage Therapy,Utah,,201128.003,18,,-111.948649,41.199402,
Omnitech Institute,Georgia,13000,1725832.003,226,,-84.226876,33.74976,
PC Tech Learning Center,New Jeresy,3500,834877.003,94,,-74.065503,40.729774,
Silicon Valley University,California,9375,299286.002,60,,-121.890875,37.397721,
Skinworks School of Advanced Skincare,Utah,,651363.003,32,,-111.884365,40.72499,
Southeastern School of Neuromuscular & Massage Therapy,South Carolina,,402959.003,53,,-81.093151,34.027834,
Tap This Valley Works CET,Virginia,6500,556933.002,7,,-79.940451,37.274454,
Technical Learning Centers,District of Columbia,,116695.003,39,,-77.04039,38.901302,
Total Look School of Cosmetology & Massage Therapy,Iowa,,104613.003,10,,-92.120178,43.382336,
Tucson Design College,Arizona,8880,985399.003,99,,-110.884553,32.250734,
Turning Point Beauty College,Arizona,,288429.003,22,,-111.734793,32.879579,
Unitech Training Academy,Louisiana,,2530394.003,188,,-92.070116,30.174483,
American Intercontinental University Online,Illinois,17044,478925272,32880,2126,-88.219395,42.069699,
Toyota Technological Institute at Chicago,Illinois,,4018263.002,3,,-87.592927,41.784561,
Westwood College-Atlanta Midtown,Georgia,11187,2469825.003,35,,-84.389196,33.784771,
ITT Technical Institute,Minnesota,13248,1159196.003,180,,-93.443142,44.841682,
Virginia College at Mobile,Alabama,7000,1685553.003,192,,-88.120853,30.676419,
Le Cordon Bleu College of Culinary Arts-Las Vegas,Nevada,17500,16879652,576,,-115.312947,36.188809,
International Academy of Design and Technology,Michigan,20160,8097726.003,644,93,-83.119221,42.550745,
American Intercontinental University,Texas,16582,6174172.003,376,,-95.548246,29.728731,
Sanford-Brown Institute,Texas,,1528142.003,232,,-95.44383,29.80665,
University of California-Merced,California,,,1,,,-120.432087,37.365019
Everest College-Fort Worth,Texas,25475,2139339.003,28,,-97.300564,32.838242,
